x1,x2,y,a
-5.937567683457905,2.952543289578684,1,2
1.7624443839519282,-0.013366243623926265,1,0
3.5982554136747606,-2.774632395182976,0,2
3.2469327777572516,-5.9692657163703675,0,2
-6.603505193079431,1.1121925360506142,1,2
-6.636496023924286,0.7906100941233578,1,2
-5.912485599535632,0.13638432477489093,1,2
1.40950175800357,0.4725277935406469,1,1
4.681417380224514,-4.207572551507055,0,2
2.3588551108960223,-6.071102221918649,0,2
-3.3371543041071483,0.9639727064662881,1,2
-5.548647916836847,1.1913909994916159,1,2
-0.8203148571899115,0.7124767801436533,0,0
-4.255440662865577,1.9026216858891456,1,2
4.842071647777088,-5.550783537804655,0,2
0.9149762812677755,1.9770368083754906,0,1
4.300908393756999,-4.435818507950911,0,2
0.2172975117084804,-0.0986023571879109,1,0
3.842861425575097,-5.19252037093639,0,2
-5.023500892064702,2.408468845861875,1,2
-5.413299688745596,-0.721333787663945,1,2
-5.351835729845343,-0.7368621521442731,1,2
-5.55936205774241,-0.9158367842604225,1,2
0.0901295869314665,-0.2344576849530742,1,0
-7.011735930165074,2.0604919820189855,1,2
-5.665318148673699,0.5683659713741253,1,2
-4.136802869123939,0.5060436703237451,1,2
-3.659385014102848,2.758257511844017,1,2
-5.252054632493928,0.9622186414946676,1,2
2.715998931009585,-5.603701086046351,0,2
2.5490323883029333,-2.5791543087451605,0,2
4.209327283214155,-2.6812921293819625,0,2
4.903028091756391,-3.2792559153152507,0,2
0.654623682401513,-0.4343238612915375,1,0
1.6021924802879473,1.070275896322935,1,1
3.961790966361103,-3.331027404247023,0,2
5.103983949914573,-3.9763668987858303,0,2
4.860913325345198,-3.89214719821514,0,2
4.090840075364868,-5.916610268533187,0,2
2.094024727544465,0.2796219138159038,1,0
1.323601471824951,1.750298538519734,0,1
0.5076326864713618,1.1545275393025491,1,1
-4.849695937659433,0.8698492434930185,1,2
-5.2549874369342655,-0.6225008630614202,1,2
-6.423573399287857,0.3042196657603391,1,2
3.583293678094038,-4.167810144551149,0,2
0.5063340316456801,1.3399589065438786,1,1
4.236767930584647,-4.8884386412972365,0,2
4.912417108216474,-4.448809306249126,0,2
-7.237194478103214,-0.17508192404662792,1,2
-5.690021174540805,3.2430835149246597,1,2
0.5615515797123667,0.851223872994865,0,0
1.0830990511653578,0.11074122313206414,0,1
-0.15144272820693971,0.556968112684867,0,1
4.032951749280561,-5.456150255025837,0,2
-4.405108381543836,1.3881107286400585,1,2
1.5045473865019834,-3.1709466433976896,0,2
-6.252226458492297,1.2235645466972342,1,2
3.784020168803022,-2.408486844152603,0,2
0.6896801929641332,0.680171612414097,1,1
-5.5942112480516,1.2991203237230895,1,2
1.0625219497143799,-0.39226766705702387,1,0
0.09967497600661661,0.35881538578514494,1,0
1.3991089804861443,0.7366864146351966,1,1
-0.6473038963157633,0.6428472121132238,0,0
1.858640530615843,0.1690473186950665,0,1
3.504307608256411,-6.052456142095981,0,2
3.5377639012376307,-4.137235194877848,0,2
-6.668577876850632,0.0056268818513622865,1,2
-7.120480353490862,-0.3077038851919329,1,2
3.8082169086690234,-6.285798769363037,0,2
-5.765066604485246,3.2973291491145185,1,2
0.9430858219752289,0.5172036240819939,1,1
6.489233942589703,-4.242310736930406,0,2
3.6048964704383244,-4.444213575349571,0,2
2.6087811321675805,-4.946831900862169,0,2
-6.049621236969505,0.559721349697922,1,2
-4.974316569717987,1.1767723975992543,1,2
0.8836086489273072,0.07888591811767065,0,1
0.5390281914337736,0.8345400570733583,1,1
1.636006209499161,-0.18266105518768955,1,0
-5.280996800566469,1.599138200628584,1,2
1.7080218071719533,0.8971723822132486,0,1
4.571438401229064,-6.25510123251286,0,2
1.776575855232529,1.6769887323598949,0,1
-5.67965772674866,1.4066401713021797,1,2
3.6055239281718863,-4.465510159486078,0,2
2.324202916170173,-4.151032620111792,0,2
-4.776624713844688,-0.7314042304801591,1,2
5.45482794839751,-5.1973064094820245,0,2
4.620806257214021,-2.334053130267703,0,2
0.9699800222518071,-0.5188826032559544,1,0
4.089928133436951,-3.457452691382222,0,2
0.7662234163144969,1.4310723591578574,1,1
-3.6261024249893414,0.3078922259023613,1,2
-4.980055986443681,0.722415442214012,1,2
-5.223161225287229,0.15805569379085194,1,2
-5.284696711618281,2.5522942985204926,1,2
-0.1206170951253207,0.8877317532283521,0,1
-3.8623467893826158,0.23463314501926358,1,2
-4.450570685904057,0.6597273068908793,1,2
-4.504980984621433,-0.18333235792779257,1,2
3.127811931154812,-4.790263911435812,0,2
-4.475542478958365,1.3037441835399672,1,2
2.3531508645605763,-4.404775463002342,0,2
0.13786857721890444,1.2082905820934544,0,1
-6.580738138105559,0.4218586568453937,1,2
-7.14310507766057,0.9620375947686118,1,2
-6.439321103721531,0.4942987964030321,1,2
-6.27067026891309,-0.24978197048652495,1,2
2.9320622431813317,-5.377256413613108,0,2
4.343246793492989,-4.229871420085278,0,2
4.452602153239864,-4.703903070986212,0,2
4.55987174244715,-6.429706745404715,0,2
-5.010705715241115,1.2662983339432674,1,2
4.023536597479445,-4.510717294122511,0,2
1.1255237374724218,-0.06888689838469216,0,0
-6.514941352082042,0.3245448620269702,1,2
2.061595943104652,0.6324931305751116,0,1
2.87232793461763,-2.9569449820603104,0,2
-4.152047232212081,0.9581949269642557,1,2
4.452726342391776,-4.038452629262705,0,2
-0.02578030778777074,0.7472249772890764,0,1
2.770967801091441,-4.150696795022176,0,2
3.921127197289379,-5.076552455189544,0,2
2.9244165585751283,-3.636994620572564,0,2
4.442366561555956,-4.3041358915606835,0,2
1.3744524931638,-0.4105021550339643,1,0
0.6072837592540785,0.6700054920397802,1,1
-5.893630773324907,0.8798796071233732,1,2
-5.984276534332066,1.8738127514867284,1,2
0.10175195951343752,1.2596638370094615,0,1
3.1680894671971087,-4.273568146018633,0,2
-6.947299240756576,2.012545954447651,1,2
1.8876988591646262,0.6720018833903307,0,1
4.399647459553418,-5.388643748754766,0,2
6.130085811174361,-3.5889163707703227,0,2
3.4502607666428795,-3.9171625729115744,0,2
0.7283295552148688,0.6776530016038246,1,1
-7.156424976227477,0.7631420017796353,1,2
-6.543383933692932,1.1871845484832724,1,2
3.156674997710041,-3.482350633199193,0,2
4.233898887383277,-5.574313320659063,0,2
1.5909045706698142,0.22892998999281855,0,1
