x1,x2,y,a
-6.680907702036738,2.311887104071824,1,2
2.03002215251464,0.4797791491014573,0,1
4.348951387852627,-4.070285781709151,0,2
-0.1977867337326795,0.015609336422425124,1,1
-0.8321693530697191,-0.7378067624437122,0,1
-5.592314729856742,1.5292303283075943,1,2
-5.276685990821857,0.6450239204737466,1,2
-1.006060082298488,-0.839267273900116,0,1
-5.065911093052934,2.945821787228844,1,2
0.15293772365763536,0.586115096815818,1,1
2.4564061028456563,-4.271183973821376,0,2
1.3674965047946732,0.6419221870520798,1,1
1.2514472797814773,0.476180231357396,0,1
1.18920315174677,1.1246823178895358,0,1
5.888795054345518,-6.302259063989882,0,2
0.9224771277995258,0.05290653072776591,1,1
3.286773870490661,-3.977328234446638,0,2
-6.423573399287857,0.3042196657603391,1,2
5.714552525473707,-3.967090780365885,0,2
1.1468065127671991,0.24592715663576553,1,1
5.3066411948245396,-4.420389275318598,0,2
1.5138999295078706,-0.012141840744372745,0,1
3.5832165639550344,-5.369848625499143,0,2
0.18680720084021818,-0.7033796484245223,0,1
2.7048546191409413,-3.2685623446839744,0,2
4.090840075364868,-5.916610268533187,0,2
4.10657604115622,-4.3071813080399535,0,2
-5.294999367637428,1.6128750619443655,1,2
3.895694480416293,-4.097461735221096,0,2
-0.6465233004020202,1.0460181298073934,0,1
4.999302310884584,-5.186540317552354,0,2
-7.1812519295565975,1.5716342835785433,1,2
3.4384114293913854,-5.586378615294993,0,2
-1.4689627740549027,1.2209999016253963,0,1
0.27264222878471855,-0.4786451479975652,0,1
-0.09304114711730976,0.8663283603146641,1,1
0.9954315073827497,-0.2796184055513332,0,1
0.7097103624291683,0.7358041913315361,1,1
-4.925726067662074,1.1382210002146893,1,2
-5.280996800566469,1.599138200628584,1,2
0.0901295869314665,-0.2344576849530742,1,0
0.18036818668775784,-1.0152397172011254,1,1
1.346508316327005,0.5728289465413798,0,1
0.8517904892820771,1.5195383785591132,0,1
5.7923112970624615,-3.4421545541811747,0,2
-4.628471994756872,0.08291144526714411,1,2
-4.662750046926957,1.5755836072880924,1,2
-0.2575987677922727,1.3432801325060508,0,1
-0.12170951683659315,0.37226122964193353,1,1
2.672549899423551,-4.01522410420907,0,2
-1.0360860363136273,0.11737587706342512,0,1
-6.071146189147004,0.6812536502293872,1,2
5.195319970662767,-5.1439537032575124,0,2
0.6453715412862415,0.7291929249700149,0,0
-4.967242013192263,-0.1056611523034574,1,2
-0.031475814671746,0.39140975988731336,1,0
-0.7550565715138001,-0.06589235814440397,0,1
